DATE,TEMPERATURE
2016-10-06-20:30,66.5
2016-10-06-20:45,66.5
2016-10-06-21:00,66.5
2016-10-06-21:15,66.7
2016-10-06-21:30,66.7
2016-10-06-21:45,66.7
2016-10-06-22:00,66.7
2016-10-06-22:15,66.7
2016-10-06-22:30,66.9
2016-10-06-22:45,66.9
2016-10-06-23:00,66.9
2016-10-06-23:15,67.1
2016-10-06-23:30,67.1
2016-10-06-23:45,67.1
2016-10-07-00:00,67.1
2016-10-07-00:15,67.1
2016-10-07-00:30,67.2
2016-10-07-00:45,67.2
2016-10-07-01:00,67.2
2016-10-07-01:15,67.2
2016-10-07-01:30,67.2
2016-10-07-01:45,67.2
2016-10-07-02:00,67.4
2016-10-07-02:15,67.4
2016-10-07-02:30,67.4
2016-10-07-02:45,67.6
2016-10-07-03:00,67.6
2016-10-07-03:15,67.6
2016-10-07-03:30,67.6
2016-10-07-03:45,67.6
2016-10-07-04:00,67.6
2016-10-07-04:15,67.8
2016-10-07-04:30,67.8
2016-10-07-04:45,67.8
2016-10-07-05:00,67.8
2016-10-07-05:15,68.0
2016-10-07-05:30,68.0
2016-10-07-05:45,68.0
2016-10-07-06:00,68.0
2016-10-07-06:15,68.0
2016-10-07-06:30,68.0
2016-10-07-06:45,68.0
2016-10-07-07:00,68.0
2016-10-07-07:15,68.0
2016-10-07-07:30,68.0
2016-10-07-07:45,68.1
2016-10-07-08:00,68.1
2016-10-07-08:15,68.1
2016-10-07-08:30,68.1
2016-10-07-08:45,68.1
2016-10-07-09:00,68.1
2016-10-07-09:15,68.1
2016-10-07-09:30,68.1
2016-10-07-09:45,68.1
2016-10-07-10:00,68.1
2016-10-07-10:15,68.1
2016-10-07-10:30,68.1
2016-10-07-10:45,68.3
2016-10-07-11:00,68.3
2016-10-07-11:15,68.3
2016-10-07-11:30,68.3
2016-10-07-11:45,68.3
2016-10-07-12:00,68.3
2016-10-07-12:15,68.3
2016-10-07-12:30,68.5
2016-10-07-12:45,68.5
2016-10-07-13:00,68.5
2016-10-07-13:15,68.5
2016-10-07-13:30,68.5
2016-10-07-13:45,68.5
2016-10-07-14:00,68.5
2016-10-07-14:15,68.5
2016-10-07-14:30,68.5
2016-10-07-14:45,68.5
2016-10-07-15:00,68.5
2016-10-07-15:15,68.5
2016-10-07-15:30,68.7
2016-10-07-15:45,68.7
2016-10-07-16:00,68.7
2016-10-07-16:15,68.7
2016-10-07-16:30,68.7
2016-10-07-16:45,68.7
2016-10-07-17:00,68.9
2016-10-07-17:15,68.9
2016-10-07-17:30,68.9
2016-10-07-17:45,68.9
2016-10-07-18:00,68.9
2016-10-07-18:15,68.9
2016-10-07-18:30,68.9
2016-10-07-18:45,68.9
2016-10-07-19:00,68.9
2016-10-07-19:15,68.9
2016-10-07-19:30,68.9
2016-10-07-19:45,68.9
2016-10-07-20:00,68.9
2016-10-07-20:15,68.9
2016-10-07-20:30,68.9
2016-10-07-20:45,68.9
2016-10-07-21:00,68.9
2016-10-07-21:15,68.9
2016-10-07-21:30,68.9
2016-10-07-21:45,69.0
2016-10-07-22:00,69.0
2016-10-07-22:15,69.0
2016-10-07-22:30,69.0
2016-10-07-22:45,69.0
2016-10-07-23:00,69.0
2016-10-07-23:15,69.0
2016-10-07-23:30,69.0
2016-10-07-23:45,69.0
2016-10-08-00:00,69.0
2016-10-08-00:15,69.0
2016-10-08-00:30,69.0
2016-10-08-00:45,69.0
2016-10-08-01:00,69.0
2016-10-08-01:15,69.0
2016-10-08-01:30,69.0
2016-10-08-01:45,69.0
2016-10-08-02:00,69.0
2016-10-08-02:15,69.0
2016-10-08-02:30,69.0
2016-10-08-02:45,69.0
2016-10-08-03:00,69.0
2016-10-08-03:15,69.0
2016-10-08-03:30,69.0
2016-10-08-03:45,69.0
2016-10-08-04:00,69.0
2016-10-08-04:15,69.0
2016-10-08-04:30,69.0
2016-10-08-04:45,69.0
2016-10-08-05:00,69.0
2016-10-08-05:15,69.0
2016-10-08-05:30,69.0
2016-10-08-05:45,69.0
2016-10-08-06:00,69.0
2016-10-08-06:15,69.0
2016-10-08-06:30,69.0
2016-10-08-06:45,69.0
2016-10-08-07:00,69.0
2016-10-08-07:15,69.0
2016-10-08-07:30,69.0
2016-10-08-07:45,69.0
2016-10-08-08:00,69.0
2016-10-08-08:15,69.0
2016-10-08-08:30,69.0
2016-10-08-08:45,68.9
2016-10-08-09:00,68.9
2016-10-08-09:15,68.9
2016-10-08-09:30,68.9
2016-10-08-09:45,68.9
2016-10-08-10:00,68.9
2016-10-08-10:15,68.9
2016-10-08-10:30,68.9
2016-10-08-10:45,68.9
2016-10-08-11:00,68.9
2016-10-08-11:15,68.9
2016-10-08-11:30,68.9
2016-10-08-11:45,68.9
2016-10-08-12:00,68.9
2016-10-08-12:15,68.9
2016-10-08-12:30,68.9
2016-10-08-12:45,68.9
2016-10-08-13:00,68.9
2016-10-08-13:15,68.9
2016-10-08-13:30,68.9
2016-10-08-13:45,68.9
2016-10-08-14:00,68.9
2016-10-08-14:15,68.9
2016-10-08-14:30,68.9
2016-10-08-14:45,68.9
2016-10-08-15:00,68.9
2016-10-08-15:15,68.9
2016-10-08-15:30,68.9
2016-10-08-15:45,68.7
2016-10-08-16:00,68.7
2016-10-08-16:15,68.7
2016-10-08-16:30,68.7
2016-10-08-16:45,68.7
2016-10-08-17:00,68.7
2016-10-08-17:15,68.7
2016-10-08-17:30,68.7
2016-10-08-17:45,68.5
2016-10-08-18:00,68.5
2016-10-08-18:15,68.5
2016-10-08-18:30,68.5
2016-10-08-18:45,68.5
2016-10-08-19:00,68.5
2016-10-08-19:15,68.5
2016-10-08-19:30,68.5
2016-10-08-19:45,68.5
2016-10-08-20:00,68.5
2016-10-08-20:15,68.3
2016-10-08-20:30,68.3
2016-10-08-20:45,68.3
2016-10-08-21:00,68.3
2016-10-08-21:15,68.3
2016-10-08-21:30,68.3
2016-10-08-21:45,68.1
2016-10-08-22:00,68.1
2016-10-08-22:15,68.1
2016-10-08-22:30,68.1
2016-10-08-22:45,68.1
2016-10-08-23:00,68.1
2016-10-08-23:15,68.1
2016-10-08-23:30,68.1
2016-10-08-23:45,68.1
2016-10-09-00:00,68.1
2016-10-09-00:15,68.1
2016-10-09-00:30,68.0
2016-10-09-00:45,68.0
2016-10-09-01:00,68.0
2016-10-09-01:15,68.0
2016-10-09-01:30,68.0
2016-10-09-01:45,68.0
2016-10-09-02:00,68.0
2016-10-09-02:15,68.0
2016-10-09-02:30,68.0
2016-10-09-02:45,68.0
2016-10-09-03:00,67.8
2016-10-09-03:15,67.8
2016-10-09-03:30,67.8
2016-10-09-03:45,67.8
2016-10-09-04:00,67.8
2016-10-09-04:15,67.8
2016-10-09-04:30,67.8
2016-10-09-04:45,67.6
2016-10-09-05:00,67.6
2016-10-09-05:15,67.6
2016-10-09-05:30,67.6
2016-10-09-05:45,67.6
2016-10-09-06:00,67.6
2016-10-09-06:15,67.6
2016-10-09-06:30,67.6
2016-10-09-06:45,67.6
2016-10-09-07:00,67.4
2016-10-09-07:15,67.4
2016-10-09-07:30,67.4
2016-10-09-07:45,67.4
2016-10-09-08:00,67.4
2016-10-09-08:15,67.2
2016-10-09-08:30,67.2
2016-10-09-08:45,67.2
2016-10-09-09:00,67.2
2016-10-09-09:15,67.2
2016-10-09-09:30,67.2
2016-10-09-09:45,67.2
2016-10-09-10:00,67.2
2016-10-09-10:15,67.2
2016-10-09-10:30,67.2
2016-10-09-10:45,67.1
2016-10-09-11:00,67.2
2016-10-09-11:15,67.1
2016-10-09-11:30,67.1
2016-10-09-11:45,67.1
2016-10-09-12:00,67.1
2016-10-09-12:15,67.1
2016-10-09-12:30,67.1
2016-10-09-12:45,67.1
2016-10-09-13:00,67.1
2016-10-09-13:15,67.1
2016-10-09-13:30,67.1
2016-10-09-13:45,67.1
2016-10-09-14:00,67.1
2016-10-09-14:15,67.1
2016-10-09-14:30,67.1
2016-10-09-14:45,67.1
2016-10-09-15:00,67.1
2016-10-09-15:15,67.1
2016-10-09-15:30,67.1
2016-10-09-15:45,67.1
2016-10-09-16:00,67.1
2016-10-09-16:15,67.1
2016-10-09-16:30,67.1
2016-10-09-16:45,67.1
2016-10-09-17:00,67.1
2016-10-09-17:15,67.1
2016-10-09-17:30,67.1
2016-10-09-17:45,67.1
2016-10-09-18:00,67.1
2016-10-09-18:15,67.1
