DATE,TEMPERATURE
2016-11-25-10:00,62.6
2016-11-25-10:15,62.6
2016-11-25-10:30,62.6
2016-11-25-10:45,62.6
2016-11-25-11:00,62.6
2016-11-25-11:15,62.6
2016-11-25-11:30,62.4
2016-11-25-11:45,62.6
2016-11-25-12:00,62.4
2016-11-25-12:15,62.4
2016-11-25-12:30,62.4
2016-11-25-12:45,62.4
2016-11-25-13:00,62.4
2016-11-25-13:15,62.4
2016-11-25-13:30,62.4
2016-11-25-13:45,62.4
2016-11-25-14:00,62.4
2016-11-25-14:15,62.2
2016-11-25-14:30,62.4
2016-11-25-14:45,62.2
2016-11-25-15:00,62.4
2016-11-25-15:15,62.4
2016-11-25-15:30,62.4
2016-11-25-15:45,62.4
2016-11-25-16:00,62.4
2016-11-25-16:15,62.4
2016-11-25-16:30,62.4
2016-11-25-16:45,62.4
2016-11-25-17:00,62.4
2016-11-25-17:15,62.4
2016-11-25-17:30,62.4
2016-11-25-17:45,62.6
2016-11-25-18:00,62.6
2016-11-25-18:15,62.6
2016-11-25-18:30,62.6
2016-11-25-18:45,62.6
2016-11-25-19:00,62.6
2016-11-25-19:15,62.6
2016-11-25-19:30,62.6
2016-11-25-19:45,62.6
2016-11-25-20:00,62.6
2016-11-25-20:15,62.6
2016-11-25-20:30,62.7
2016-11-25-20:45,62.7
2016-11-25-21:00,62.7
2016-11-25-21:15,62.7
2016-11-25-21:30,62.7
2016-11-25-21:45,62.7
2016-11-25-22:00,62.9
2016-11-25-22:15,62.9
2016-11-25-22:30,63.1
2016-11-25-22:45,63.1
2016-11-25-23:00,63.1
2016-11-25-23:15,63.1
2016-11-25-23:30,63.1
2016-11-25-23:45,63.1
2016-11-26-00:00,63.1
2016-11-26-00:15,63.3
2016-11-26-00:30,63.3
2016-11-26-00:45,63.3
2016-11-26-01:00,63.5
2016-11-26-01:15,63.5
2016-11-26-01:30,63.5
2016-11-26-01:45,63.5
2016-11-26-02:00,63.5
2016-11-26-02:15,63.5
2016-11-26-02:30,63.5
2016-11-26-02:45,63.6
2016-11-26-03:00,63.6
2016-11-26-03:15,63.6
2016-11-26-03:30,63.6
2016-11-26-03:45,63.6
2016-11-26-04:00,63.6
2016-11-26-04:15,63.6
2016-11-26-04:30,63.8
2016-11-26-04:45,63.8
2016-11-26-05:00,63.8
2016-11-26-05:15,63.8
2016-11-26-05:30,63.8
2016-11-26-05:45,63.8
2016-11-26-06:00,63.8
2016-11-26-06:15,63.8
2016-11-26-06:30,64.0
2016-11-26-06:45,64.0
2016-11-26-07:00,64.0
2016-11-26-07:15,64.0
2016-11-26-07:30,64.0
2016-11-26-07:45,64.0
2016-11-26-08:00,64.0
2016-11-26-08:15,63.8
2016-11-26-08:30,64.0
2016-11-26-08:45,64.0
2016-11-26-09:00,64.0
2016-11-26-09:30,64.0
2016-11-26-09:45,64.0
2016-11-26-10:00,64.0
2016-11-26-10:15,64.0
2016-11-26-10:30,64.2
2016-11-26-10:45,64.0
2016-11-26-11:00,64.2
2016-11-26-11:15,64.2
2016-11-26-11:30,64.2
2016-11-26-11:45,64.2
2016-11-26-12:00,64.0
2016-11-26-12:15,64.0
2016-11-26-12:30,64.0
2016-11-26-12:45,64.2
2016-11-26-13:00,64.2
2016-11-26-13:15,64.2
2016-11-26-13:30,64.2
2016-11-26-13:45,64.2
2016-11-26-14:00,64.2
2016-11-26-14:15,64.2
2016-11-26-14:30,64.2
2016-11-26-14:45,64.2
2016-11-26-15:00,64.2
2016-11-26-15:15,64.0
2016-11-26-15:30,64.0
2016-11-26-15:45,64.0
2016-11-26-16:00,64.0
2016-11-26-16:15,64.0
2016-11-26-16:30,64.0
2016-11-26-16:45,64.0
2016-11-26-17:00,64.0
2016-11-26-17:15,64.0
2016-11-26-17:30,64.0
2016-11-26-17:45,64.0
2016-11-26-18:00,64.0
2016-11-26-18:15,64.0
2016-11-26-18:30,64.0
2016-11-26-18:45,64.0
2016-11-26-19:00,64.0
2016-11-26-19:15,63.8
2016-11-26-19:30,63.8
2016-11-26-19:45,63.8
2016-11-26-20:00,63.8
2016-11-26-20:15,63.8
2016-11-26-20:30,63.8
2016-11-26-20:45,63.6
2016-11-26-21:00,63.6
2016-11-26-21:15,63.6
2016-11-26-21:30,63.6
2016-11-26-21:45,63.6
2016-11-26-22:00,63.6
2016-11-26-22:15,63.6
2016-11-26-22:30,63.5
2016-11-26-22:45,63.5
2016-11-26-23:00,63.5
2016-11-26-23:15,63.5
2016-11-26-23:30,63.5
2016-11-26-23:45,63.3
2016-11-27-00:00,63.3
2016-11-27-00:15,63.1
2016-11-27-00:30,63.1
2016-11-27-00:45,63.1
2016-11-27-01:00,63.1
2016-11-27-01:15,62.9
2016-11-27-01:30,62.9
2016-11-27-01:45,62.7
2016-11-27-02:00,62.7
2016-11-27-02:15,62.7
2016-11-27-02:30,62.7
2016-11-27-02:45,62.6
2016-11-27-03:00,62.6
2016-11-27-03:15,62.6
2016-11-27-03:30,62.6
2016-11-27-03:45,62.4
2016-11-27-04:00,62.2
2016-11-27-04:15,62.2
2016-11-27-04:30,62.2
2016-11-27-04:45,62.0
2016-11-27-05:00,62.0
2016-11-27-05:15,62.0
2016-11-27-05:30,61.8
2016-11-27-05:45,61.8
2016-11-27-06:00,61.7
2016-11-27-06:15,61.8
2016-11-27-06:30,61.7
2016-11-27-06:45,61.7
2016-11-27-07:00,61.7
2016-11-27-07:15,61.5
2016-11-27-07:30,61.5
2016-11-27-07:45,61.5
2016-11-27-08:00,61.3
2016-11-27-08:15,61.3
2016-11-27-08:30,61.3
2016-11-27-08:45,61.3
2016-11-27-09:00,61.1
2016-11-27-09:15,61.1
2016-11-27-09:30,61.1
2016-11-27-09:45,61.1
2016-11-27-10:00,60.9
2016-11-27-10:15,60.9
2016-11-27-10:30,60.9
2016-11-27-10:45,60.9
2016-11-27-11:00,60.9
2016-11-27-11:15,60.8
2016-11-27-11:30,60.8
2016-11-27-11:45,60.8
2016-11-27-12:00,60.8
2016-11-27-12:15,60.8
2016-11-27-12:30,60.6
2016-11-27-12:45,60.6
2016-11-27-13:00,60.6
2016-11-27-13:15,60.6
2016-11-27-13:30,60.4
2016-11-27-13:45,60.4
2016-11-27-14:00,60.4
2016-11-27-14:15,60.4
2016-11-27-14:30,60.4
2016-11-27-14:45,60.4
2016-11-27-15:00,60.2
2016-11-27-15:15,60.2
2016-11-27-15:30,60.2
2016-11-27-15:45,60.2
2016-11-27-16:00,60.2
2016-11-27-16:15,60.0
2016-11-27-16:30,60.0
2016-11-27-16:45,60.0
2016-11-27-17:00,60.0
2016-11-27-17:15,60.0
2016-11-27-17:30,60.0
2016-11-27-17:45,59.9
2016-11-27-18:00,59.9
2016-11-27-18:15,59.9
2016-11-27-18:30,59.9
2016-11-27-18:45,59.5
2016-11-27-19:00,59.5
2016-11-27-19:15,59.1
2016-11-27-19:30,59.1
2016-11-27-19:45,59.0
2016-11-27-20:00,58.8
2016-11-27-20:15,58.6
2016-11-27-20:30,58.4
2016-11-27-20:45,58.4
2016-11-27-21:00,58.4
2016-11-27-21:15,58.2
2016-11-27-21:30,58.6
2016-11-27-21:45,58.8
2016-11-27-22:00,59.0
2016-11-27-22:15,59.0
2016-11-27-22:30,59.0
2016-11-27-22:45,59.0
2016-11-27-23:00,59.0
2016-11-27-23:15,59.0
2016-11-27-23:30,59.0
2016-11-27-23:45,59.0
2016-11-28-00:00,59.0
2016-11-28-00:15,59.0
2016-11-28-00:30,59.0
2016-11-28-00:45,59.0
2016-11-28-01:00,59.0
2016-11-28-01:15,58.8
2016-11-28-01:30,58.8
2016-11-28-01:45,58.8
2016-11-28-02:00,58.6
2016-11-28-02:15,58.6
2016-11-28-02:30,58.6
2016-11-28-02:45,58.6
2016-11-28-03:00,58.6
2016-11-28-03:15,58.6
2016-11-28-03:30,58.6
2016-11-28-03:45,58.6
2016-11-28-04:00,58.6
2016-11-28-04:15,58.6
2016-11-28-04:30,58.4
2016-11-28-04:45,58.4
2016-11-28-05:00,58.4
2016-11-28-05:15,58.4
2016-11-28-05:30,58.2
2016-11-28-05:45,58.2
2016-11-28-06:00,58.2
2016-11-28-06:15,58.2
2016-11-28-06:30,58.2
2016-11-28-06:45,58.2
2016-11-28-07:00,58.2
2016-11-28-07:15,58.2
2016-11-28-07:30,58.1
2016-11-28-07:45,58.2
2016-11-28-08:00,58.1
2016-11-28-08:15,58.1
2016-11-28-08:30,58.1
2016-11-28-08:45,58.1
2016-11-28-09:00,57.9
2016-11-28-09:15,58.1
2016-11-28-09:30,57.7
2016-11-28-09:45,58.1
2016-11-28-10:00,58.1
2016-11-28-10:15,57.7
2016-11-28-10:30,58.1
2016-11-28-10:45,57.7
2016-11-28-11:00,57.7
2016-11-28-11:15,57.9
2016-11-28-11:30,57.9
2016-11-28-11:45,57.7
2016-11-28-12:00,57.7
2016-11-28-12:15,57.7
2016-11-28-12:30,57.7
2016-11-28-12:45,57.7
2016-11-28-13:00,57.7
2016-11-28-13:15,57.7
2016-11-28-13:30,57.9
2016-11-28-13:45,57.9
2016-11-28-14:00,57.7
2016-11-28-14:15,57.7
2016-11-28-14:30,57.7
2016-11-28-14:45,57.7
2016-11-28-15:00,57.7
2016-11-28-15:15,57.7
2016-11-28-15:30,57.7
2016-11-28-15:45,57.7
2016-11-28-16:00,57.7
2016-11-28-16:15,57.7
2016-11-28-16:30,57.7
2016-11-28-16:45,57.7
2016-11-28-17:00,57.9
2016-11-28-17:15,57.9
2016-11-28-17:30,57.7
2016-11-28-17:45,57.7
2016-11-28-18:00,57.5
2016-11-28-18:15,57.5
2016-11-28-18:30,57.7
2016-11-28-18:45,57.5
2016-11-28-19:00,57.5
2016-11-28-19:15,57.5
2016-11-28-19:30,57.5
2016-11-28-19:45,57.7
2016-11-28-20:00,57.7
2016-11-28-20:15,57.7
2016-11-28-20:30,57.7
2016-11-28-20:45,57.7
2016-11-28-21:00,57.7
2016-11-28-21:15,57.7
2016-11-28-21:30,57.7
2016-11-28-21:45,57.7
2016-11-28-22:00,57.7
2016-11-28-22:15,57.7
2016-11-28-22:30,57.7
2016-11-28-22:45,57.7
2016-11-28-23:00,57.7
2016-11-28-23:15,57.7
2016-11-28-23:30,57.7
2016-11-28-23:45,57.7
2016-11-29-00:00,57.7
2016-11-29-00:15,57.5
2016-11-29-00:30,57.7
2016-11-29-00:45,57.7
2016-11-29-01:00,57.5
2016-11-29-01:15,57.5
2016-11-29-01:30,57.3
2016-11-29-01:45,57.3
2016-11-29-02:00,57.3
2016-11-29-02:15,57.3
2016-11-29-02:30,57.3
2016-11-29-02:45,57.3
2016-11-29-03:00,57.3
2016-11-29-03:15,57.3
2016-11-29-03:30,57.3
2016-11-29-03:45,57.3
2016-11-29-04:00,57.3
2016-11-29-04:15,57.3
2016-11-29-04:30,57.2
2016-11-29-04:45,57.2
2016-11-29-05:00,57.2
2016-11-29-05:15,57.0
2016-11-29-05:30,57.2
2016-11-29-05:45,57.2
2016-11-29-06:00,56.8
2016-11-29-06:15,57.2
2016-11-29-06:30,57.2
2016-11-29-06:45,56.8
2016-11-29-07:00,56.8
2016-11-29-07:15,56.8
2016-11-29-07:30,56.8
2016-11-29-07:45,56.8
2016-11-29-08:00,56.8
2016-11-29-08:15,56.8
2016-11-29-08:30,57.0
2016-11-29-08:45,57.0
2016-11-29-09:00,57.0
2016-11-29-09:15,57.0
2016-11-29-09:30,57.2
2016-11-29-09:45,56.8
2016-11-29-10:00,56.8
2016-11-29-10:15,57.0
2016-11-29-10:30,57.2
2016-11-29-10:45,57.2
2016-11-29-11:00,57.2
2016-11-29-11:15,57.2
2016-11-29-11:30,57.2
2016-11-29-11:45,57.2
2016-11-29-12:00,57.2
2016-11-29-12:15,57.2
2016-11-29-12:30,57.0
2016-11-29-12:45,57.2
2016-11-29-13:00,57.2
2016-11-29-13:15,57.0
2016-11-29-13:30,57.2
2016-11-29-13:45,57.2
2016-11-29-14:00,57.2
2016-11-29-14:15,57.2
2016-11-29-14:30,57.0
2016-11-29-14:45,57.2
2016-11-29-15:00,57.2
2016-11-29-15:15,57.2
2016-11-29-15:30,57.0
2016-11-29-15:45,57.0
2016-11-29-16:00,57.0
2016-11-29-16:15,57.0
2016-11-29-16:30,57.2
2016-11-29-16:45,57.2
2016-11-29-17:00,57.2
2016-11-29-17:15,56.6
2016-11-29-17:30,57.0
2016-11-29-17:45,57.0
2016-11-29-18:00,57.2
2016-11-29-18:15,57.2
2016-11-29-18:30,57.2
2016-11-29-18:45,57.0
2016-11-29-19:00,57.0
2016-11-29-19:15,56.8
2016-11-29-19:30,57.2
2016-11-29-19:45,57.2
2016-11-29-20:00,56.4
2016-11-29-20:15,57.0
2016-11-29-20:30,57.0
2016-11-29-20:45,57.0
2016-11-29-21:00,57.0
2016-11-29-21:15,57.0
2016-11-29-21:30,56.8
2016-11-29-21:45,57.0
2016-11-29-22:00,57.0
2016-11-29-22:15,57.0
2016-11-29-22:30,57.0
2016-11-29-22:45,57.0
2016-11-29-23:00,57.0
2016-11-29-23:15,57.0
2016-11-29-23:30,56.8
2016-11-29-23:45,56.8
2016-11-30-00:00,57.0
2016-11-30-00:15,56.8
2016-11-30-00:30,56.8
2016-11-30-00:45,56.8
2016-11-30-01:00,56.8
2016-11-30-01:15,56.8
2016-11-30-01:30,56.8
2016-11-30-01:45,56.8
2016-11-30-02:00,56.8
2016-11-30-02:15,56.8
2016-11-30-02:30,56.8
2016-11-30-02:45,56.8
2016-11-30-03:00,56.8
2016-11-30-03:15,56.8
2016-11-30-03:30,56.8
2016-11-30-03:45,56.8
2016-11-30-04:00,56.8
2016-11-30-04:15,56.8
2016-11-30-04:30,56.8
2016-11-30-04:45,56.6
2016-11-30-05:00,56.6
2016-11-30-05:15,56.8
2016-11-30-05:30,56.8
2016-11-30-05:45,56.8
2016-11-30-06:00,56.6
2016-11-30-06:15,56.4
2016-11-30-06:30,56.4
2016-11-30-06:45,56.4
2016-11-30-07:00,56.4
2016-11-30-07:15,56.4
2016-11-30-07:30,56.4
2016-11-30-07:45,56.4
2016-11-30-08:00,56.3
2016-11-30-08:15,56.3
2016-11-30-08:30,56.3
2016-11-30-08:45,56.4
2016-11-30-09:00,56.4
2016-11-30-09:15,56.3
2016-11-30-09:30,56.3
2016-11-30-09:45,56.4
2016-11-30-10:00,56.4
2016-11-30-10:15,56.4
2016-11-30-10:30,56.4
2016-11-30-10:45,56.4
2016-11-30-11:00,56.4
2016-11-30-11:15,56.4
2016-11-30-11:30,56.4
2016-11-30-11:45,56.6
2016-11-30-12:00,56.6
2016-11-30-12:15,56.4
2016-11-30-12:30,56.6
2016-11-30-12:45,56.6
2016-11-30-13:00,56.6
2016-11-30-13:15,56.6
2016-11-30-13:30,56.6
2016-11-30-13:45,56.6
2016-11-30-14:00,56.4
2016-11-30-14:15,56.6
2016-11-30-14:30,56.6
2016-11-30-14:45,56.6
2016-11-30-15:00,56.6
2016-11-30-15:15,56.6
2016-11-30-15:30,56.6
2016-11-30-15:45,56.6
2016-11-30-16:00,56.6
2016-11-30-16:15,56.6
2016-11-30-16:30,56.6
2016-11-30-16:45,56.6
2016-11-30-17:00,56.8
2016-11-30-17:15,56.8
2016-11-30-17:30,56.8
2016-11-30-17:45,56.8
2016-11-30-18:00,56.8
2016-11-30-18:15,56.8
2016-11-30-18:30,56.8
2016-11-30-18:45,56.8
2016-11-30-19:00,56.8
2016-11-30-19:15,56.8
2016-11-30-19:30,56.8
2016-11-30-19:45,56.8
2016-11-30-20:00,56.6
2016-11-30-20:15,56.8
2016-11-30-20:30,56.8
2016-11-30-20:45,56.8
2016-11-30-21:00,56.8
2016-11-30-21:15,56.8
2016-11-30-21:30,56.8
2016-11-30-21:45,56.8
2016-11-30-22:00,56.8
2016-11-30-22:15,56.8
2016-11-30-22:30,56.8
2016-11-30-22:45,56.8
2016-11-30-23:00,56.8
2016-11-30-23:15,56.8
2016-11-30-23:30,56.8
2016-11-30-23:45,56.8
2016-12-01-00:00,56.8
2016-12-01-00:15,56.8
2016-12-01-00:30,56.8
2016-12-01-00:45,56.8
2016-12-01-01:00,56.6
2016-12-01-01:15,56.4
2016-12-01-01:30,56.4
2016-12-01-01:45,56.4
2016-12-01-02:00,56.4
2016-12-01-02:15,56.4
2016-12-01-02:30,56.4
2016-12-01-02:45,56.4
2016-12-01-03:00,56.4
2016-12-01-03:15,56.4
2016-12-01-03:30,56.4
2016-12-01-03:45,56.4
2016-12-01-04:00,56.4
2016-12-01-04:15,56.3
2016-12-01-04:30,56.3
2016-12-01-04:45,56.3
2016-12-01-05:00,56.3
2016-12-01-05:15,56.4
2016-12-01-05:30,56.3
2016-12-01-05:45,56.3
2016-12-01-06:00,56.3
2016-12-01-06:15,56.3
2016-12-01-06:30,56.3
2016-12-01-06:45,56.3
2016-12-01-07:00,56.3
2016-12-01-07:15,56.3
2016-12-01-07:30,56.3
2016-12-01-07:45,56.3
2016-12-01-08:00,56.3
2016-12-01-08:15,56.3
2016-12-01-08:30,56.3
2016-12-01-08:45,56.3
2016-12-01-09:00,56.3
2016-12-01-09:15,56.4
2016-12-01-09:30,56.4
2016-12-01-09:45,56.4
2016-12-01-10:00,56.4
2016-12-01-10:15,56.4
2016-12-01-10:30,56.4
2016-12-01-10:45,56.4
2016-12-01-11:00,56.4
2016-12-01-11:15,56.4
2016-12-01-11:30,56.4
2016-12-01-11:45,56.4
2016-12-01-12:00,56.4
2016-12-01-12:15,56.4
2016-12-01-12:30,56.4
2016-12-01-12:45,56.4
2016-12-01-13:00,56.4
2016-12-01-13:15,56.4
2016-12-01-13:30,56.4
2016-12-01-13:45,56.4
2016-12-01-14:00,56.4
2016-12-01-14:15,56.4
2016-12-01-14:30,56.4
2016-12-01-14:45,56.4
2016-12-01-15:00,56.4
2016-12-01-15:15,56.4
2016-12-01-15:30,56.4
2016-12-01-15:45,56.4
2016-12-01-16:00,56.4
2016-12-01-16:15,56.4
2016-12-01-16:30,56.4
2016-12-01-16:45,56.4
2016-12-01-17:00,56.4
2016-12-01-17:15,56.4
2016-12-01-17:30,56.4
2016-12-01-17:45,56.4
2016-12-01-18:00,56.6
2016-12-01-18:15,56.4
2016-12-01-18:30,56.4
2016-12-01-18:45,56.4
2016-12-01-19:00,56.4
2016-12-01-19:15,56.4
2016-12-01-19:30,56.4
2016-12-01-19:45,56.4
2016-12-01-20:00,56.4
2016-12-01-20:15,56.4
2016-12-01-20:30,56.3
2016-12-01-20:45,56.3
2016-12-01-21:00,56.3
2016-12-01-21:15,56.3
2016-12-01-21:30,56.3
2016-12-01-21:45,56.3
2016-12-01-22:00,56.4
2016-12-01-22:15,56.3
2016-12-01-22:30,56.3
2016-12-01-22:45,56.3
2016-12-01-23:00,56.3
2016-12-01-23:15,56.3
2016-12-01-23:30,56.3
2016-12-01-23:45,56.3
2016-12-02-00:00,56.3
2016-12-02-00:15,56.4
2016-12-02-00:30,56.4
2016-12-02-00:45,56.3
2016-12-02-01:00,56.4
2016-12-02-01:15,56.3
2016-12-02-01:30,56.3
2016-12-02-01:45,56.3
2016-12-02-02:00,56.4
2016-12-02-02:15,56.4
2016-12-02-02:30,56.4
2016-12-02-02:45,56.3
2016-12-02-03:00,56.4
2016-12-02-03:15,56.4
2016-12-02-03:30,56.3
2016-12-02-03:45,56.3
2016-12-02-04:00,56.3
2016-12-02-04:15,56.1
2016-12-02-04:30,56.3
2016-12-02-04:45,56.3
2016-12-02-05:00,56.3
2016-12-02-05:15,56.3
2016-12-02-05:30,56.3
2016-12-02-05:45,56.1
2016-12-02-06:00,56.3
2016-12-02-06:15,56.3
2016-12-02-06:30,56.1
2016-12-02-06:45,56.1
2016-12-02-07:00,56.1
2016-12-02-07:15,56.1
2016-12-02-07:30,55.9
2016-12-02-07:45,55.9
2016-12-02-08:00,55.9
2016-12-02-08:15,55.9
2016-12-02-08:30,55.9
2016-12-02-08:45,56.1
2016-12-02-09:00,56.3
2016-12-02-09:15,56.3
2016-12-02-09:30,56.3
2016-12-02-09:45,56.3
2016-12-02-10:00,56.3
2016-12-02-10:15,56.3
2016-12-02-10:30,56.3
2016-12-02-10:45,56.3
2016-12-02-11:00,56.3
2016-12-02-11:15,56.3
2016-12-02-11:30,56.3
2016-12-02-11:45,56.3
2016-12-02-12:00,56.3
2016-12-02-12:15,56.3
2016-12-02-12:30,56.3
2016-12-02-12:45,56.3
2016-12-02-13:00,56.3
2016-12-02-13:15,56.3
2016-12-02-13:30,56.3
2016-12-02-13:45,56.3
2016-12-02-14:00,56.3
2016-12-02-14:15,56.3
2016-12-02-14:30,56.3
2016-12-02-14:45,56.3
2016-12-02-15:00,56.3
2016-12-02-15:15,56.3
2016-12-02-15:30,56.3
2016-12-02-15:45,56.3
2016-12-02-16:00,56.3
2016-12-02-16:15,56.3
2016-12-02-16:30,56.3
2016-12-02-16:45,56.3
2016-12-02-17:00,56.3
2016-12-02-17:15,56.3
2016-12-02-17:30,56.3
2016-12-02-17:45,56.3
2016-12-02-18:00,56.3
2016-12-02-18:15,56.3
2016-12-02-18:30,56.3
2016-12-02-18:45,56.3
2016-12-02-19:00,56.3
2016-12-02-19:15,56.3
2016-12-02-19:30,56.3
2016-12-02-19:45,56.3
2016-12-02-20:00,56.3
2016-12-02-20:15,56.3
2016-12-02-20:30,56.3
2016-12-02-20:45,56.3
2016-12-02-21:00,56.3
2016-12-02-21:15,56.3
2016-12-02-21:30,56.3
2016-12-02-21:45,56.3
2016-12-02-22:00,56.3
2016-12-02-22:15,56.3
2016-12-02-22:30,56.3
2016-12-02-22:45,56.3
2016-12-02-23:00,56.3
2016-12-02-23:15,56.3
2016-12-02-23:30,56.3
2016-12-02-23:45,56.3
2016-12-03-00:00,56.3
2016-12-03-00:15,56.3
2016-12-03-00:30,56.3
2016-12-03-00:45,56.3
2016-12-03-01:00,56.3
2016-12-03-01:15,56.3
2016-12-03-01:30,56.3
2016-12-03-01:45,56.3
2016-12-03-02:00,56.3
2016-12-03-02:15,56.3
2016-12-03-02:30,56.3
2016-12-03-02:45,56.3
2016-12-03-03:00,56.3
2016-12-03-03:15,56.3
2016-12-03-03:30,56.3
2016-12-03-03:45,56.3
2016-12-03-04:00,56.3
2016-12-03-04:15,56.3
2016-12-03-04:30,56.3
2016-12-03-04:45,56.3
2016-12-03-05:00,56.3
2016-12-03-05:15,56.3
2016-12-03-05:30,56.3
2016-12-03-05:45,56.3
2016-12-03-06:00,56.3
2016-12-03-06:15,56.3
2016-12-03-06:30,56.1
2016-12-03-06:45,56.1
2016-12-03-07:00,56.3
2016-12-03-07:15,56.1
2016-12-03-07:30,56.1
2016-12-03-07:45,56.1
2016-12-03-08:00,56.1
2016-12-03-08:15,55.9
2016-12-03-08:30,56.1
2016-12-03-08:45,56.1
2016-12-03-09:00,56.1
2016-12-03-09:15,56.1
2016-12-03-09:30,56.1
2016-12-03-09:45,56.1
2016-12-03-10:00,56.1
2016-12-03-10:15,56.1
2016-12-03-10:30,56.1
2016-12-03-10:45,56.1
2016-12-03-11:00,56.1
2016-12-03-11:15,56.1
2016-12-03-11:30,56.1
2016-12-03-11:45,56.1
2016-12-03-12:00,56.1
2016-12-03-12:15,56.1
2016-12-03-12:30,56.1
2016-12-03-12:45,56.1
2016-12-03-13:00,56.1
2016-12-03-13:15,56.3
2016-12-03-13:30,56.1
2016-12-03-13:45,56.1
2016-12-03-14:00,56.3
2016-12-03-14:15,56.1
2016-12-03-14:30,56.3
2016-12-03-14:45,56.3
2016-12-03-15:00,56.3
2016-12-03-15:15,56.3
2016-12-03-15:30,56.3
2016-12-03-15:45,56.3
2016-12-03-16:00,56.3
2016-12-03-16:15,56.3
2016-12-03-16:30,56.3
2016-12-03-16:45,56.3
2016-12-03-17:00,56.3
2016-12-03-17:15,56.3
2016-12-03-17:30,56.3
2016-12-03-17:45,56.3
2016-12-03-18:00,56.3
2016-12-03-18:15,56.1
2016-12-03-18:30,56.1
2016-12-03-18:45,56.1
2016-12-03-19:00,55.9
2016-12-03-19:15,55.9
2016-12-03-19:30,55.9
2016-12-03-19:45,55.9
2016-12-03-20:00,55.9
2016-12-03-20:15,56.1
2016-12-03-20:30,56.1
2016-12-03-20:45,55.9
2016-12-03-21:00,56.1
2016-12-03-21:15,56.1
2016-12-03-21:30,56.1
2016-12-03-21:45,56.1
2016-12-03-22:00,55.9
2016-12-03-22:15,55.9
2016-12-03-22:30,55.9
2016-12-03-22:45,55.9
2016-12-03-23:00,56.1
2016-12-03-23:15,55.9
2016-12-03-23:30,55.9
2016-12-03-23:45,55.9
2016-12-04-00:00,55.9
2016-12-04-00:15,55.9
2016-12-04-00:30,55.9
2016-12-04-00:45,55.9
2016-12-04-01:00,55.7
2016-12-04-01:15,55.9
2016-12-04-01:30,55.9
2016-12-04-01:45,55.9
2016-12-04-02:00,55.9
2016-12-04-02:15,55.9
2016-12-04-02:30,55.7
2016-12-04-02:45,55.7
2016-12-04-03:00,55.7
2016-12-04-03:15,55.7
2016-12-04-03:30,55.7
2016-12-04-03:45,55.5
2016-12-04-04:00,55.5
2016-12-04-04:15,55.5
2016-12-04-04:30,55.5
2016-12-04-04:45,55.5
2016-12-04-05:00,55.5
2016-12-04-05:15,55.5
2016-12-04-05:30,55.5
2016-12-04-05:45,55.5
