DATE,TEMPERATURE
09-25-2016-23:00:01,76.55
09-25-2016-23:15:01,76.55
09-25-2016-23:30:01,76.65
09-25-2016-23:45:01,76.65
09-26-2016-00:00:01,76.65
09-26-2016-00:15:01,76.65
09-26-2016-00:30:01,76.65
09-26-2016-00:45:01,76.65
09-26-2016-01:00:01,76.65
09-26-2016-01:15:01,76.65
09-26-2016-01:30:01,76.65
09-26-2016-01:45:01,76.76
09-26-2016-02:00:01,76.65
09-26-2016-02:15:01,76.65
09-26-2016-02:30:01,76.65
09-26-2016-02:45:01,76.65
09-26-2016-03:00:01,76.65
09-26-2016-03:15:01,76.65
09-26-2016-03:30:01,76.65
09-26-2016-03:45:01,76.65
09-26-2016-04:00:01,76.65
09-26-2016-04:15:01,76.65
09-26-2016-04:30:01,76.65
09-26-2016-04:45:01,76.65
09-26-2016-05:00:01,76.55
09-26-2016-05:15:01,76.55
09-26-2016-05:30:01,76.55
09-26-2016-05:45:02,76.55
09-26-2016-06:00:01,76.55
09-26-2016-06:15:01,76.55
09-26-2016-06:30:01,76.42
09-26-2016-06:45:02,76.42
09-26-2016-07:00:01,76.42
09-26-2016-07:15:02,76.42
09-26-2016-07:30:02,76.31
09-26-2016-07:45:01,76.31
09-26-2016-08:00:01,76.31
09-26-2016-08:15:01,76.31
09-26-2016-08:30:01,76.20
09-26-2016-08:45:01,76.20
09-26-2016-09:00:01,76.20
09-26-2016-09:15:01,76.10
09-26-2016-09:30:01,76.10
09-26-2016-09:45:01,76.10
09-26-2016-10:00:01,76.10
09-26-2016-10:15:01,75.97
09-26-2016-10:30:01,75.97
09-26-2016-10:45:01,75.97
09-26-2016-11:00:01,75.86
09-26-2016-11:15:01,75.86
09-26-2016-11:30:01,75.75
09-26-2016-11:45:01,75.75
09-26-2016-12:00:01,75.75
09-26-2016-12:15:02,75.65
09-26-2016-12:30:02,75.65
09-26-2016-12:45:01,75.52
09-26-2016-13:00:01,75.52
09-26-2016-13:15:01,75.41
09-26-2016-13:30:01,75.41
09-26-2016-13:45:01,75.30
09-26-2016-14:00:01,75.30
09-26-2016-14:15:01,75.30
09-26-2016-14:30:01,75.20
09-26-2016-14:45:01,75.20
09-26-2016-15:00:01,75.07
09-26-2016-15:15:01,75.07
09-26-2016-15:30:01,74.96
09-26-2016-15:45:01,74.96
09-26-2016-16:00:01,74.85
09-26-2016-16:15:02,74.75
09-26-2016-16:30:02,74.75
09-26-2016-16:45:01,74.62
09-26-2016-17:00:01,74.62
09-26-2016-17:15:01,74.51
09-26-2016-17:30:01,74.51
09-26-2016-17:45:01,74.40
09-26-2016-18:00:01,74.40
09-26-2016-18:15:01,74.30
09-26-2016-18:30:01,74.30
09-26-2016-18:45:01,74.17
09-26-2016-19:00:01,74.17
09-26-2016-19:15:01,74.06
09-26-2016-19:30:01,74.06
09-26-2016-19:45:01,73.95
09-26-2016-20:00:01,73.95
09-26-2016-20:15:01,73.85
09-26-2016-20:30:01,73.85
09-26-2016-20:45:01,73.72
09-26-2016-21:00:02,73.72
09-26-2016-21:15:01,73.61
09-26-2016-21:30:01,73.61
09-26-2016-21:45:01,73.50
09-26-2016-22:00:01,73.50
09-26-2016-22:15:01,73.50
09-26-2016-22:30:01,73.40
09-26-2016-22:45:01,73.40
09-26-2016-23:00:01,73.27
09-26-2016-23:15:01,73.27
09-26-2016-23:30:01,73.27
09-26-2016-23:45:01,73.16
09-27-2016-00:00:01,73.16
09-27-2016-00:15:01,73.16
09-27-2016-00:30:01,73.05
09-27-2016-00:45:01,73.05
09-27-2016-01:00:01,73.05
09-27-2016-01:15:01,73.05
09-27-2016-01:30:01,72.95
09-27-2016-01:45:01,72.95
09-27-2016-02:00:01,72.95
09-27-2016-02:15:01,72.82
09-27-2016-02:30:01,72.82
09-27-2016-02:45:01,72.82
09-27-2016-03:00:01,72.82
09-27-2016-03:15:01,72.71
09-27-2016-03:30:01,72.71
09-27-2016-03:45:01,72.71
09-27-2016-04:00:01,72.60
09-27-2016-04:15:01,72.60
09-27-2016-04:30:01,72.60
09-27-2016-04:45:01,72.60
09-27-2016-05:00:01,72.60
09-27-2016-05:15:01,72.50
09-27-2016-05:30:01,72.50
09-27-2016-05:45:01,72.50
09-27-2016-06:00:01,72.50
09-27-2016-06:15:01,72.37
09-27-2016-06:30:01,72.37
09-27-2016-06:45:01,72.37
09-27-2016-07:00:01,72.37
09-27-2016-07:15:01,72.26
09-27-2016-07:30:01,72.26
09-27-2016-07:45:01,72.26
09-27-2016-08:00:01,72.26
09-27-2016-08:15:01,72.15
09-27-2016-08:30:01,72.15
09-27-2016-08:45:01,72.15
09-27-2016-09:00:01,72.15
09-27-2016-09:15:01,72.05
09-27-2016-09:30:01,72.05
09-27-2016-09:45:01,72.05
09-27-2016-10:00:01,72.05
09-27-2016-10:15:01,72.05
09-27-2016-10:30:01,72.05
09-27-2016-10:45:01,71.92
09-27-2016-11:00:01,71.92
09-27-2016-11:15:01,71.92
09-27-2016-11:30:01,71.92
09-27-2016-11:45:01,71.92
09-27-2016-12:00:01,71.92
09-27-2016-12:15:01,71.92
09-27-2016-12:30:01,71.92
09-27-2016-12:45:01,71.92
09-27-2016-13:00:01,71.92
09-27-2016-13:15:01,71.92
09-27-2016-13:30:01,71.92
09-27-2016-13:45:02,71.92
09-27-2016-14:00:01,71.92
09-27-2016-14:15:02,71.81
09-27-2016-14:30:02,71.81
09-27-2016-14:45:02,71.92
09-27-2016-15:00:01,71.92
09-27-2016-15:15:01,71.81
09-27-2016-15:30:01,71.81
09-27-2016-15:45:01,71.81
09-27-2016-16:00:01,71.81
09-27-2016-16:15:01,71.81
09-27-2016-16:30:01,71.92
09-27-2016-16:45:01,71.92
09-27-2016-17:00:01,71.92
09-27-2016-17:15:01,71.92
09-27-2016-17:30:01,71.92
09-27-2016-17:45:01,71.92
09-27-2016-18:00:01,71.92
09-27-2016-18:15:02,71.92
09-27-2016-18:30:01,71.92
09-27-2016-18:45:01,71.92
09-27-2016-19:00:01,71.92
09-27-2016-19:15:01,71.92
09-27-2016-19:30:01,71.92
09-27-2016-19:45:01,71.92
09-27-2016-20:00:01,71.92
09-27-2016-20:15:01,71.92
09-27-2016-20:30:01,71.92
09-27-2016-20:45:01,72.05
09-27-2016-21:00:01,71.92
09-27-2016-21:15:01,71.92
09-27-2016-21:30:01,72.05
09-27-2016-21:45:01,72.05
09-27-2016-22:00:01,72.05
09-27-2016-22:15:01,72.05
09-27-2016-22:30:01,72.05
09-27-2016-22:45:01,72.05
09-27-2016-23:00:01,72.05
09-27-2016-23:15:01,72.05
09-27-2016-23:30:01,72.05
09-27-2016-23:45:01,72.05
09-28-2016-00:00:01,72.05
09-28-2016-00:15:01,72.05
09-28-2016-00:30:01,72.05
09-28-2016-00:45:01,72.05
09-28-2016-01:00:02,72.05
09-28-2016-01:15:01,72.05
09-28-2016-01:30:01,72.05
09-28-2016-01:45:01,72.05
09-28-2016-02:00:01,72.05
09-28-2016-02:15:02,72.05
09-28-2016-02:30:02,72.05
09-28-2016-02:45:01,72.05
09-28-2016-03:00:01,72.05
09-28-2016-03:15:01,72.05
09-28-2016-03:30:01,72.05
09-28-2016-03:45:02,72.05
09-28-2016-04:00:01,72.05
09-28-2016-04:15:02,72.05
09-28-2016-04:30:01,72.05
09-28-2016-04:45:01,72.05
09-28-2016-05:00:01,72.05
09-28-2016-05:15:01,72.05
09-28-2016-05:30:01,72.05
09-28-2016-05:45:01,72.05
09-28-2016-06:00:01,71.92
09-28-2016-06:15:01,72.05
09-28-2016-06:30:01,72.05
09-28-2016-06:45:01,71.92
09-28-2016-07:00:01,71.92
09-28-2016-07:15:01,71.92
09-28-2016-07:30:01,71.92
09-28-2016-07:45:01,71.92
09-28-2016-08:00:01,71.92
09-28-2016-08:15:01,71.92
09-28-2016-08:30:01,71.92
09-28-2016-08:45:01,71.92
09-28-2016-09:00:01,71.92
09-28-2016-09:15:01,71.92
09-28-2016-09:30:01,71.81
09-28-2016-09:45:01,71.92
09-28-2016-10:00:01,71.81
09-28-2016-10:15:01,71.81
09-28-2016-10:30:01,71.81
09-28-2016-10:45:01,71.81
09-28-2016-11:00:02,71.81
09-28-2016-11:15:01,71.81
09-28-2016-11:30:01,71.81
09-28-2016-11:45:01,71.81
09-28-2016-12:00:01,71.81
09-28-2016-12:15:01,71.81
09-28-2016-12:30:01,71.81
09-28-2016-12:45:01,71.81
09-28-2016-13:00:01,71.81
09-28-2016-13:15:01,71.81
09-28-2016-13:30:01,71.81
09-28-2016-13:45:01,71.81
09-28-2016-14:00:01,71.81
09-28-2016-14:15:01,71.81
09-28-2016-14:30:01,71.81
09-28-2016-14:45:01,71.92
09-28-2016-15:00:01,71.92
09-28-2016-15:15:01,71.92
09-28-2016-15:30:01,71.92
09-28-2016-15:45:02,71.92
09-28-2016-16:00:01,71.92
09-28-2016-16:15:01,71.92
09-28-2016-16:30:01,71.92
09-28-2016-16:45:01,71.92
09-28-2016-17:00:01,71.92
09-28-2016-17:15:01,71.92
09-28-2016-17:30:01,71.92
09-28-2016-17:45:01,71.92
09-28-2016-18:00:01,71.92
09-28-2016-18:15:01,71.92
09-28-2016-18:30:01,71.92
09-28-2016-18:45:01,71.92
09-28-2016-19:00:01,71.92
09-28-2016-19:15:01,71.92
09-28-2016-19:30:01,71.92
09-28-2016-19:45:01,71.92
09-28-2016-20:00:01,71.92
09-28-2016-20:15:01,71.92
09-28-2016-20:30:01,71.92
09-28-2016-20:45:01,71.92
09-28-2016-21:00:01,71.92
09-28-2016-21:15:01,71.92
09-28-2016-21:30:01,71.92
09-28-2016-21:45:01,71.92
09-28-2016-22:00:01,71.92
09-28-2016-22:15:01,71.92
09-28-2016-22:30:01,71.92
09-28-2016-22:45:01,71.92
09-28-2016-23:00:01,71.92
09-28-2016-23:15:01,71.92
09-28-2016-23:30:01,71.92
09-28-2016-23:45:01,71.92
