DATE,TEMPERATURE
2016-10-13-21:15,68.0
2016-10-13-21:30,68.0
2016-10-13-21:45,68.1
2016-10-13-22:00,68.0
2016-10-13-22:15,68.0
2016-10-13-22:30,68.1
2016-10-13-22:45,68.1
2016-10-13-23:00,68.1
2016-10-13-23:15,68.1
2016-10-13-23:30,68.1
2016-10-13-23:45,68.1
2016-10-14-00:00,68.1
2016-10-14-00:15,68.1
2016-10-14-00:30,68.1
2016-10-14-00:45,68.1
2016-10-14-01:00,68.1
2016-10-14-01:15,68.1
2016-10-14-01:30,68.1
2016-10-14-01:45,68.1
2016-10-14-02:00,68.3
2016-10-14-02:15,68.1
2016-10-14-02:30,68.3
2016-10-14-02:45,68.3
2016-10-14-03:00,68.3
2016-10-14-03:15,68.3
2016-10-14-03:30,68.3
2016-10-14-03:45,68.3
2016-10-14-04:00,68.3
2016-10-14-04:15,68.3
2016-10-14-04:30,68.3
2016-10-14-04:45,68.3
2016-10-14-05:00,68.3
2016-10-14-05:15,68.1
2016-10-14-05:30,68.1
2016-10-14-05:45,68.1
2016-10-14-06:00,68.1
2016-10-14-06:15,68.0
2016-10-14-06:30,68.0
2016-10-14-06:45,68.0
2016-10-14-07:00,68.0
2016-10-14-07:15,68.0
2016-10-14-07:30,67.8
2016-10-14-07:45,67.8
2016-10-14-08:00,67.8
2016-10-14-08:15,67.6
2016-10-14-08:30,67.6
2016-10-14-08:45,67.6
2016-10-14-09:00,67.6
2016-10-14-09:15,67.4
2016-10-14-09:30,67.4
2016-10-14-09:45,67.4
2016-10-14-10:00,67.2
2016-10-14-10:15,67.2
2016-10-14-10:30,67.2
2016-10-14-10:45,67.2
2016-10-14-11:00,67.2
2016-10-14-11:15,67.2
2016-10-14-11:30,67.1
2016-10-14-11:45,67.1
2016-10-14-12:00,67.1
2016-10-14-12:15,67.1
2016-10-14-12:30,67.1
2016-10-14-12:45,67.1
2016-10-14-13:00,67.1
2016-10-14-13:15,67.1
2016-10-14-13:30,66.9
2016-10-14-13:45,66.9
2016-10-14-14:00,66.9
2016-10-14-14:15,66.9
2016-10-14-14:30,66.7
2016-10-14-14:45,66.7
2016-10-14-15:00,66.7
2016-10-14-15:15,66.7
2016-10-14-15:30,66.7
2016-10-14-15:45,66.7
2016-10-14-16:00,66.7
2016-10-14-16:15,66.7
2016-10-14-16:30,66.7
2016-10-14-16:45,66.7
2016-10-14-17:00,66.7
2016-10-14-17:15,66.7
2016-10-14-17:30,66.7
2016-10-14-17:45,66.7
2016-10-14-18:00,66.7
2016-10-14-18:15,66.5
2016-10-14-18:30,66.5
2016-10-14-18:45,66.5
2016-10-14-19:00,66.5
2016-10-14-19:15,66.5
2016-10-14-19:30,66.3
2016-10-14-19:45,66.3
2016-10-14-20:00,66.3
2016-10-14-20:15,66.3
2016-10-14-20:30,66.3
2016-10-14-20:45,66.3
2016-10-14-21:00,66.3
2016-10-14-21:15,66.3
2016-10-14-21:30,66.3
2016-10-14-21:45,66.3
2016-10-14-22:00,66.3
2016-10-14-22:15,66.3
2016-10-14-22:30,66.3
2016-10-14-22:45,66.3
2016-10-14-23:00,66.3
2016-10-14-23:15,66.3
2016-10-14-23:30,66.3
2016-10-14-23:45,66.3
2016-10-15-00:00,66.2
2016-10-15-00:15,66.2
2016-10-15-00:30,66.2
2016-10-15-00:45,66.2
2016-10-15-01:00,66.2
2016-10-15-01:15,66.2
2016-10-15-01:30,66.2
2016-10-15-01:45,66.2
2016-10-15-02:00,66.2
2016-10-15-02:15,66.2
2016-10-15-02:30,66.2
2016-10-15-02:45,66.2
2016-10-15-03:00,66.2
2016-10-15-03:15,66.2
2016-10-15-03:30,66.2
2016-10-15-03:45,66.2
2016-10-15-04:00,66.2
2016-10-15-04:15,66.2
2016-10-15-04:30,66.2
2016-10-15-04:45,66.2
2016-10-15-05:00,66.0
2016-10-15-05:15,66.0
2016-10-15-05:30,66.0
2016-10-15-05:45,66.0
2016-10-15-06:00,66.0
2016-10-15-06:15,66.0
2016-10-15-06:30,66.0
2016-10-15-06:45,66.0
2016-10-15-07:00,66.0
2016-10-15-07:15,66.0
2016-10-15-07:30,65.8
2016-10-15-07:45,66.0
2016-10-15-08:00,66.0
2016-10-15-08:15,65.8
2016-10-15-08:30,65.8
2016-10-15-08:45,65.8
2016-10-15-09:00,65.8
2016-10-15-09:15,65.8
2016-10-15-09:30,65.8
2016-10-15-09:45,65.8
2016-10-15-10:00,65.8
2016-10-15-10:15,65.8
2016-10-15-10:30,65.8
2016-10-15-10:45,65.8
2016-10-15-11:00,65.8
2016-10-15-11:15,65.8
2016-10-15-11:30,65.8
2016-10-15-11:45,65.8
2016-10-15-12:00,65.8
2016-10-15-12:15,65.8
2016-10-15-12:30,65.8
2016-10-15-12:45,65.8
2016-10-15-13:00,65.8
2016-10-15-13:15,65.8
2016-10-15-13:30,65.8
2016-10-15-13:45,65.8
2016-10-15-14:00,65.8
2016-10-15-14:15,65.8
2016-10-15-14:30,65.8
2016-10-15-14:45,65.8
2016-10-15-15:00,65.8
2016-10-15-15:15,65.8
2016-10-15-15:30,65.8
2016-10-15-15:45,65.8
2016-10-15-16:00,65.8
2016-10-15-16:15,65.8
2016-10-15-16:30,65.8
2016-10-15-16:45,65.8
2016-10-15-17:00,65.8
2016-10-15-17:15,65.8
2016-10-15-17:30,65.8
2016-10-15-17:45,65.8
2016-10-15-18:00,65.8
2016-10-15-18:15,65.8
2016-10-15-18:30,65.8
2016-10-15-18:45,65.8
2016-10-15-19:00,65.8
2016-10-15-19:15,65.8
2016-10-15-19:30,65.8
2016-10-15-19:45,65.8
2016-10-15-20:00,65.6
2016-10-15-20:15,65.6
