DATE,TEMPERATURE
2016-11-26-14:00,66.7
2016-11-26-14:15,66.5
2016-11-26-14:30,66.5
2016-11-26-14:45,66.3
2016-11-26-15:00,66.3
2016-11-26-15:15,66.3
2016-11-26-15:30,66.2
2016-11-26-15:45,66.2
2016-11-26-16:00,66.0
2016-11-26-16:15,66.0
2016-11-26-16:30,65.8
2016-11-26-16:45,65.8
2016-11-26-17:00,65.6
2016-11-26-17:15,65.6
2016-11-26-17:30,65.4
2016-11-26-17:45,65.4
2016-11-26-18:00,65.4
2016-11-26-18:15,65.3
2016-11-26-18:30,65.3
2016-11-26-18:45,65.3
2016-11-26-19:00,65.1
2016-11-26-19:15,64.9
2016-11-26-19:30,64.9
2016-11-26-19:45,64.9
2016-11-26-20:00,64.7
2016-11-26-20:15,64.7
2016-11-26-20:30,64.5
2016-11-26-20:45,64.5
2016-11-26-21:00,64.4
2016-11-26-21:15,64.4
2016-11-26-21:30,64.4
2016-11-26-21:45,64.4
2016-11-26-22:00,64.2
2016-11-26-22:15,64.0
2016-11-26-22:30,64.0
2016-11-26-22:45,64.0
2016-11-26-23:00,64.0
2016-11-26-23:15,63.8
2016-11-26-23:30,63.8
2016-11-26-23:45,63.6
2016-11-27-00:00,63.6
2016-11-27-00:15,63.6
2016-11-27-00:30,63.5
2016-11-27-00:45,63.5
2016-11-27-01:00,63.5
2016-11-27-01:15,63.5
2016-11-27-01:30,63.3
2016-11-27-01:45,63.1
2016-11-27-02:00,63.1
2016-11-27-02:15,63.1
2016-11-27-02:30,63.1
2016-11-27-02:45,62.9
2016-11-27-03:00,62.9
2016-11-27-03:15,62.7
2016-11-27-03:30,62.7
2016-11-27-03:45,62.7
2016-11-27-04:00,62.7
2016-11-27-04:15,62.6
2016-11-27-04:30,62.6
2016-11-27-04:45,62.6
2016-11-27-05:00,62.6
2016-11-27-05:15,62.4
2016-11-27-05:30,62.4
2016-11-27-05:45,62.2
2016-11-27-06:00,62.2
2016-11-27-06:15,62.2
2016-11-27-06:30,62.2
2016-11-27-06:45,62.0
2016-11-27-07:00,62.0
2016-11-27-07:15,61.8
2016-11-27-07:30,61.8
2016-11-27-07:45,61.8
2016-11-27-08:00,61.8
2016-11-27-08:15,61.7
2016-11-27-08:30,61.7
2016-11-27-08:45,61.7
2016-11-27-09:00,61.7
2016-11-27-09:15,61.7
2016-11-27-09:30,61.5
2016-11-27-09:45,61.5
2016-11-27-10:00,61.3
2016-11-27-10:15,61.3
2016-11-27-10:30,61.3
2016-11-27-10:45,61.3
2016-11-27-11:00,61.3
2016-11-27-11:15,61.1
2016-11-27-11:30,61.1
2016-11-27-11:45,61.1
2016-11-27-12:00,60.9
2016-11-27-12:15,60.9
2016-11-27-12:30,60.9
2016-11-27-12:45,60.9
2016-11-27-13:00,60.9
2016-11-27-13:15,60.9
2016-11-27-13:30,60.8
2016-11-27-13:45,60.8
2016-11-27-14:00,60.8
2016-11-27-14:15,60.8
2016-11-27-14:30,60.8
2016-11-27-14:45,60.8
2016-11-27-15:00,60.6
2016-11-27-15:15,60.6
2016-11-27-15:30,60.6
2016-11-27-15:45,60.4
2016-11-27-16:00,60.4
2016-11-27-16:15,60.4
2016-11-27-16:30,60.4
2016-11-27-16:45,60.4
2016-11-27-17:00,60.4
2016-11-27-17:15,60.4
2016-11-27-17:30,60.2
2016-11-27-17:45,60.2
2016-11-27-18:00,60.2
2016-11-27-18:15,60.2
2016-11-27-18:30,60.0
2016-11-27-18:45,60.0
2016-11-27-19:00,60.0
2016-11-27-19:15,60.0
2016-11-27-19:30,60.0
2016-11-27-19:45,60.0
2016-11-27-20:00,59.9
2016-11-27-20:15,59.9
2016-11-27-20:30,59.9
2016-11-27-20:45,59.9
2016-11-27-21:00,59.9
2016-11-27-21:15,59.7
2016-11-27-21:30,59.7
2016-11-27-21:45,59.5
2016-11-27-22:00,59.5
2016-11-27-22:15,59.5
2016-11-27-22:30,59.5
2016-11-27-22:45,59.5
2016-11-27-23:00,59.5
2016-11-27-23:15,59.5
2016-11-27-23:30,59.3
2016-11-27-23:45,59.3
2016-11-28-00:00,59.3
2016-11-28-00:15,59.3
2016-11-28-00:30,59.1
2016-11-28-00:45,59.1
2016-11-28-01:00,59.1
2016-11-28-01:15,59.1
2016-11-28-01:30,59.1
2016-11-28-01:45,59.1
2016-11-28-02:00,59.1
2016-11-28-02:15,59.0
2016-11-28-02:30,59.0
2016-11-28-02:45,59.0
2016-11-28-03:00,59.0
2016-11-28-03:15,59.0
2016-11-28-03:30,59.0
2016-11-28-03:45,59.0
2016-11-28-04:00,59.0
2016-11-28-04:15,59.0
2016-11-28-04:30,58.8
2016-11-28-04:45,58.8
2016-11-28-05:00,58.8
2016-11-28-05:15,58.8
2016-11-28-05:30,58.6
2016-11-28-05:45,58.6
2016-11-28-06:00,58.6
2016-11-28-06:15,58.6
2016-11-28-06:30,58.6
2016-11-28-06:45,58.6
2016-11-28-07:00,58.6
2016-11-28-07:15,58.6
2016-11-28-07:30,58.4
2016-11-28-07:45,58.4
2016-11-28-08:00,58.4
2016-11-28-08:15,58.4
2016-11-28-08:30,58.4
2016-11-28-08:45,58.4
2016-11-28-09:00,58.4
2016-11-28-09:15,58.2
2016-11-28-09:30,58.2
2016-11-28-09:45,58.2
2016-11-28-10:00,58.2
2016-11-28-10:15,58.2
2016-11-28-10:30,58.2
2016-11-28-10:45,58.2
2016-11-28-11:00,58.2
2016-11-28-11:15,58.2
2016-11-28-11:30,58.2
2016-11-28-11:45,58.2
2016-11-28-12:00,58.2
2016-11-28-12:15,58.1
2016-11-28-12:30,58.1
2016-11-28-12:45,58.1
2016-11-28-13:00,58.1
2016-11-28-13:15,58.1
2016-11-28-13:30,58.1
2016-11-28-13:45,58.1
2016-11-28-14:00,58.1
2016-11-28-14:15,58.1
2016-11-28-14:30,58.1
2016-11-28-14:45,58.1
2016-11-28-15:00,58.1
2016-11-28-15:15,58.1
2016-11-28-15:30,58.1
2016-11-28-15:45,58.1
2016-11-28-16:00,58.1
2016-11-28-16:15,58.1
2016-11-28-16:30,58.1
2016-11-28-16:45,57.9
2016-11-28-17:00,57.9
2016-11-28-17:15,57.9
2016-11-28-17:30,57.9
2016-11-28-17:45,57.9
2016-11-28-18:00,57.9
2016-11-28-18:15,57.9
2016-11-28-18:30,57.9
2016-11-28-18:45,57.9
2016-11-28-19:00,57.9
2016-11-28-19:15,57.9
2016-11-28-19:30,57.9
2016-11-28-19:45,57.9
2016-11-28-20:00,57.9
2016-11-28-20:15,57.9
2016-11-28-20:30,57.7
2016-11-28-20:45,57.7
2016-11-28-21:00,57.7
2016-11-28-21:15,57.7
2016-11-28-21:30,57.7
2016-11-28-21:45,57.7
2016-11-28-22:00,57.7
2016-11-28-22:15,57.7
2016-11-28-22:30,57.7
2016-11-28-22:45,57.7
2016-11-28-23:00,57.7
2016-11-28-23:15,57.7
2016-11-28-23:30,57.7
2016-11-28-23:45,57.7
2016-11-29-00:00,57.7
2016-11-29-00:15,57.7
2016-11-29-00:30,57.7
2016-11-29-00:45,57.7
2016-11-29-01:00,57.7
2016-11-29-01:15,57.7
2016-11-29-01:30,57.7
2016-11-29-01:45,57.7
2016-11-29-02:00,57.7
2016-11-29-02:15,57.7
2016-11-29-02:30,57.7
2016-11-29-02:45,57.7
2016-11-29-03:00,57.7
2016-11-29-03:15,57.5
2016-11-29-03:30,57.5
2016-11-29-03:45,57.5
2016-11-29-04:00,57.5
2016-11-29-04:15,57.5
2016-11-29-04:30,57.5
2016-11-29-04:45,57.3
2016-11-29-05:00,57.5
2016-11-29-05:15,57.3
2016-11-29-05:30,57.3
2016-11-29-05:45,57.3
2016-11-29-06:00,57.3
2016-11-29-06:15,57.3
2016-11-29-06:30,57.3
2016-11-29-06:45,57.3
2016-11-29-07:00,57.3
2016-11-29-07:15,57.3
2016-11-29-07:30,57.3
2016-11-29-07:45,57.3
2016-11-29-08:00,57.2
2016-11-29-08:15,57.2
2016-11-29-08:30,57.2
2016-11-29-08:45,57.2
2016-11-29-09:00,57.2
2016-11-29-09:15,57.2
2016-11-29-09:30,57.2
2016-11-29-09:45,57.2
2016-11-29-10:00,57.2
2016-11-29-10:15,57.2
2016-11-29-10:30,57.2
2016-11-29-10:45,57.2
2016-11-29-11:00,57.2
2016-11-29-11:15,57.2
2016-11-29-11:30,57.2
2016-11-29-11:45,57.2
2016-11-29-12:00,57.2
2016-11-29-12:15,57.2
2016-11-29-12:30,57.2
2016-11-29-12:45,57.2
2016-11-29-13:00,57.2
2016-11-29-13:15,57.2
2016-11-29-13:30,57.2
2016-11-29-13:45,57.2
2016-11-29-14:00,57.0
2016-11-29-14:15,57.2
2016-11-29-14:30,57.0
2016-11-29-14:45,57.0
2016-11-29-15:00,57.2
2016-11-29-15:15,57.0
2016-11-29-15:30,57.0
2016-11-29-15:45,57.0
2016-11-29-16:00,57.0
2016-11-29-16:15,57.0
2016-11-29-16:30,57.0
2016-11-29-16:45,57.0
